,Close,High,Low,Open,close_predicted,close_score,open_predicted,open_score
0,1096.35,1108.3,1092.0,1093.05,1089.2775504131762,0.12145,1097.6622848683187,0.04879375
0,1089.4,1106.5,1085.8,1104.0,1086.5753732444514,0.0,1087.9752570128235,0.1702
0,1110.8,1126.25,1092.0,1092.0,1107.9218944550314,0.0,1111.723357477394,0.24575
0,1109.0,1123.05,1106.5,1114.0,1103.9620776516308,0.0,1107.1958783343985,0.22565
0,1096.35,1122.0,1094.0,1114.0,1096.2874573530053,0.0,1098.5242081600127,0.2290611111111111
0,1057.15,1089.05,1052.0,1089.0,1061.9874940768946,0.00029500000000000083,1061.0492510330378,0.14909
0,1077.65,1082.0,1061.65,1063.0,1071.5305332861458,0.04993,1074.0135612950794,0.1639625
0,1060.65,1080.8,1058.75,1080.0,1059.8649178646597,0.06019375,1061.854263258929,0.138745
0,1081.1,1082.75,1062.05,1066.0,1074.725679005489,-0.0001549999999999996,1075.7634868482123,0.09602999999999999
0,1087.35,1094.7,1081.4,1084.45,1082.0308829179148,0.0,1084.906106071116,0.12821875
0,1087.55,1098.0,1084.05,1093.95,1082.7770300619673,0.0,1085.101702532486,0.12130714285714285
0,1064.2,1097.0,1058.4,1097.0,1068.6979730661697,0.0,1068.3398928950232,0.10741875
0,1063.3,1074.0,1060.65,1070.0,1057.7642297399893,0.1248625,1063.6201479855245,0.0
0,1060.85,1065.25,1054.2,1065.0,1054.0573938508803,0.08169166666666666,1055.480076143614,0.15009375
0,1054.05,1059.45,1052.1,1056.05,1050.557412934518,0.0,1050.3779990349758,0.24565
0,1048.7,1053.9,1043.4,1051.1,1045.3291899445103,0.007249999999999999,1046.204141961673,0.06168125
0,1054.95,1058.0,1043.8,1050.0,1049.538347465441,0.0517875,1050.912973107336,0.10050833333333337
0,1051.0,1055.95,1047.4,1051.3,1047.7052682216627,0.0,1048.6354139908237,0.1200425
0,1023.75,1042.85,1021.0,1041.0,1025.9598643879322,0.062015625,1026.0827922721019,0.16494375000000006
0,1023.95,1034.75,1020.6,1023.85,1022.9410362189383,0.10951944444444443,1026.5362894968466,0.1155375
0,1005.55,1026.9,1000.0,1020.25,1009.8666140656263,0.08870416666666665,1011.0642307768981,0.07085
0,1001.15,1016.55,999.05,1014.0,1004.2101538848666,0.06219375,1005.3876464114043,0.01568333333333333
0,1003.5,1005.7,998.3,1005.7,1002.395919183356,0.02975,1001.1868471627926,0.07863333333333332
0,1004.6,1009.0,930.0,950.0,1008.5962233469421,0.0,999.3132903615832,0.19179791666666668
0,1010.4,1028.95,1007.0,1018.6,1015.2530150875741,0.0245875,1016.0154094791898,0.105725
0,1001.75,1017.5,995.1,997.85,1007.0081448889607,0.03119833333333333,1008.6101870401637,0.10250625
0,985.4,1000.0,979.55,996.5,991.1317578687581,0.0,987.5914764387367,0.17330357142857142
0,986.55,996.8,980.7,995.0,990.5610477170437,0.0,986.0117783947328,0.246725
0,987.35,1005.55,982.2,1005.55,993.8375109684162,0.0,993.3751760580286,-0.144175
0,1028.95,1031.85,1020.3,1022.0,1027.2953131497522,0.0,1031.0372358252407,-0.2376
0,1027.2,1041.7,1020.5,1020.5,1030.6368222440447,0.0,1034.0601642754964,0.0
0,1059.5,1064.45,1038.2,1039.8,1056.8161447233258,0.0,1056.833069502342,0.18106875
0,1057.15,1062.0,1052.0,1052.0,1053.6968560482362,0.0,1055.180379815029,0.15176666666666666
0,1057.9,1061.0,1053.15,1054.7,1052.1569864096036,0.054225,1056.1242960615923,0.0
0,1057.3,1068.95,1052.0,1052.0,1056.7264223435507,0.0,1061.102210393975,-0.0026874999999999954
0,1047.45,1066.0,1044.65,1054.35,1049.6905667839524,0.0,1050.2781594988994,0.249125
0,1089.4,1097.0,1081.1,1089.85,1080.7011907493936,0.1218875,1086.6660501641018,0.0197
0,1067.15,1093.0,1064.3,1092.9,1063.0263972368396,0.249175,1070.9732315858942,0.0
0,1077.4,1079.9,1068.75,1071.0,1071.1683755211902,0.0,1074.2078248930234,0.0
0,1074.95,1085.0,1073.1,1074.2,1074.441665048179,-0.10903125,1075.2398896377108,0.12384166666666667
0,1077.7,1086.0,1071.0,1077.0,1073.1097189982875,0.013937500000000005,1076.8904693228446,0.0
0,1089.85,1094.4,1080.0,1080.0,1081.9385914628288,0.06983750000000001,1087.938472640713,0.0
0,1086.05,1095.7,1084.0,1095.0,1078.2808723485823,0.1067777777777778,1084.3066177811784,-0.0060125000000000005
0,1083.3,1090.35,1079.8,1087.0,1077.699355297584,0.0,1080.7355450118612,0.03542142857142857
0,1090.4,1097.5,1084.55,1084.55,1082.06752803772,0.1185375,1089.9497572100454,0.0
0,1076.25,1093.95,1073.95,1089.95,1073.95795586146,0.04134583333333333,1076.8777902863194,0.12632083333333335
0,1041.25,1068.0,1038.5,1065.0,1043.8915037206007,0.089925,1046.8798443083078,0.04450357142857142
0,1032.55,1048.0,1028.75,1042.6,1034.5280750609018,0.0,1034.9329323456172,0.08350833333333334
0,1033.7,1045.3,1031.0,1035.15,1033.5141840277997,0.04869,1036.169706155953,0.105775
0,1025.8,1037.45,1023.9,1033.95,1026.9735332200212,0.0,1027.7427042832269,0.041425
0,1015.9,1031.0,1012.8,1021.8,1019.7262180182782,-0.0053000000000000035,1020.1276303288774,0.08798529411764705
0,1027.3,1028.8,1017.0,1017.0,1024.455607525505,0.041058333333333336,1025.6450230094133,0.07170312499999999
0,1017.3,1032.7,1016.15,1032.0,1019.2707656585877,0.0414875,1018.9831503287377,0.1544625
0,1025.1,1028.9,1019.0,1020.25,1021.6145037504259,0.099655,1023.9481472740098,0.1241125
0,1044.8,1046.45,1024.8,1024.95,1040.5275362728096,0.06363125,1042.0849032038122,0.1054336956521739
0,1045.2,1053.8,1040.3,1046.85,1042.6470800265593,0.04873333333333334,1044.5513565627489,0.11980227272727273
0,1049.65,1050.9,1035.2,1046.1,1042.0191426267218,0.12362499999999994,1044.6353223012193,0.0
0,1043.5,1050.8,1038.25,1050.0,1040.2981681368597,0.041688888888888886,1041.5856185315201,0.0424076923076923
